rainfall_mm,temperature_c,road_condition,traffic_level,slope_risk,historical_incidents,previous_landslides,flood_risk,bridge_condition,disruption_probability,is_disrupted
24.9,27.1,0,1,54.7,7,0,0,1,13.2,0
168.1,19.1,3,0,64.7,9,3,2,1,53.1,0
3.8,19.6,3,1,83.4,6,4,0,0,38.5,0
43.2,26.6,2,0,76.6,7,2,0,2,37.8,0
158.6,17.9,3,1,24.1,5,4,2,0,47.1,0
61.3,20.7,2,1,88.6,3,1,0,0,38.0,0
51.4,26.3,0,3,70.0,2,0,1,2,39.7,0
18.7,35.3,0,0,66.6,6,4,1,0,26.1,0
27.3,26.6,0,1,82.8,1,1,2,1,30.7,0
124.2,25.8,0,2,66.4,4,3,0,1,34.0,0
53.2,26.2,0,3,47.7,4,1,0,0,25.3,0
47.0,16.6,1,0,35.3,4,2,0,0,20.8,0
6.8,23.7,2,1,33.1,6,5,3,1,39.6,0
1.1,22.8,2,0,15.3,2,3,1,1,19.6,0
215.5,24.9,1,1,23.9,7,3,0,1,33.7,0
30.8,23.7,3,0,59.1,9,2,0,0,34.3,0
60.1,25.3,1,2,47.2,2,1,0,0,23.7,0
5.4,21.1,2,0,51.3,2,2,3,0,32.0,0
74.7,23.4,1,1,75.5,7,0,1,0,34.8,0
175.3,15.6,0,1,91.8,3,3,1,2,45.5,0
55.7,21.1,3,3,61.1,3,2,0,2,45.0,0
8.8,31.3,1,1,92.3,2,2,1,0,33.0,0
56.7,24.9,1,0,76.7,4,2,0,0,31.5,0
94.5,22.9,0,0,45.9,8,1,2,0,21.3,0
33.9,34.4,1,0,51.7,6,5,2,0,25.1,0
137.7,14.8,3,2,86.8,4,6,0,0,52.8,0
68.0,16.3,0,1,55.0,3,4,2,0,30.5,0
149.2,33.3,2,1,83.0,2,5,0,1,43.5,0
63.5,23.3,0,0,13.3,4,1,2,1,18.0,0
9.1,21.5,1,2,21.0,5,4,0,0,14.2,0
24.1,15.8,0,1,3.8,6,2,0,0,4.8,0
14.7,25.7,2,3,84.1,8,5,1,0,44.3,0
155.7,26.3,0,1,91.7,6,1,0,2,42.2,0
92.9,16.4,1,0,69.2,4,4,0,2,32.9,0
73.3,22.2,0,0,38.6,6,0,1,1,26.0,0
23.3,21.0,0,0,38.8,4,4,1,0,15.6,0
13.2,24.5,2,1,64.8,4,4,3,0,45.3,0
91.8,16.3,0,1,13.2,5,0,0,1,11.1,0
41.8,30.5,0,0,59.8,4,1,0,0,21.0,0
16.6,28.5,0,0,82.0,3,3,0,0,21.9,0
62.3,20.8,1,0,73.5,11,4,0,0,31.2,0
2.7,21.7,1,2,55.5,4,1,2,2,33.4,0
25.7,22.2,0,0,80.0,3,2,3,0,31.3,0
41.1,18.3,0,0,24.8,4,3,0,1,16.6,0
10.4,20.3,1,0,64.8,4,5,1,3,40.7,0
271.5,21.4,0,1,60.4,8,4,0,1,50.2,0
15.2,32.7,2,1,62.2,2,2,2,0,38.5,0
9.1,28.7,2,2,47.5,4,4,2,0,33.8,0
14.8,28.6,1,0,70.0,4,1,0,0,22.1,0
95.3,25.2,0,1,79.1,5,4,2,1,41.7,0
36.0,16.3,2,0,75.4,10,2,3,1,37.6,0
54.2,22.8,2,3,79.7,3,1,1,0,38.4,0
1.4,28.8,1,0,30.4,5,1,1,0,22.4,0
2.3,15.5,2,0,81.2,5,2,0,1,27.3,0
38.4,26.8,2,1,81.6,0,1,2,1,44.0,0
110.3,36.9,1,0,32.7,6,2,2,0,23.5,0
140.7,29.4,0,0,55.0,3,4,0,0,28.4,0
5.9,31.5,2,1,76.8,5,1,0,0,30.6,0
50.2,24.3,0,1,80.6,6,3,0,1,30.8,0
158.9,28.8,2,1,36.6,5,1,2,0,44.3,0
31.9,18.7,2,1,27.4,4,3,0,0,13.3,0
115.0,27.8,2,1,59.6,5,2,0,0,33.2,0
9.3,26.9,1,1,49.8,5,1,2,0,24.0,0
178.1,24.7,0,1,84.9,3,4,1,1,44.0,0
90.5,30.9,0,1,61.1,2,3,0,0,26.7,0
184.3,19.8,2,0,32.0,2,2,2,2,40.2,0
73.4,21.9,2,0,67.6,2,0,0,2,33.5,0
29.4,23.6,1,1,42.0,2,3,0,0,29.1,0
180.9,16.8,0,1,78.1,10,0,1,1,43.8,0
21.0,24.4,3,2,85.1,7,1,0,0,32.5,0
26.2,12.7,3,0,44.8,3,4,0,1,35.2,0
78.4,29.3,1,0,68.2,8,5,0,0,30.6,0
94.2,23.3,1,0,12.4,4,5,1,1,22.0,0
172.3,19.9,2,0,81.1,5,2,0,0,44.2,0
14.9,18.0,2,1,41.0,7,2,2,0,28.7,0
104.0,21.6,3,1,64.1,6,3,0,0,42.9,0
87.2,27.1,0,1,50.5,4,0,2,1,31.9,0
4.3,26.3,1,1,37.1,2,1,0,0,17.9,0
31.8,18.8,1,2,61.8,4,2,1,3,39.4,0
21.6,17.9,2,3,18.0,4,6,3,0,47.1,0
23.6,26.9,2,1,39.0,9,3,0,0,23.6,0
264.6,18.7,3,2,53.7,2,3,0,1,54.7,0
66.9,23.4,1,1,42.0,9,4,1,0,27.9,0
82.2,23.7,2,3,55.6,5,1,0,0,41.4,0
244.1,24.9,1,2,88.0,7,2,1,0,51.5,0
30.8,28.1,1,3,29.2,4,2,0,1,29.6,0
105.2,15.4,0,1,35.4,5,4,0,1,36.7,0
37.1,11.5,2,2,30.3,5,2,1,2,40.2,0
132.4,19.6,3,1,86.6,8,2,0,0,47.7,0
13.0,33.8,0,0,55.3,3,5,1,0,24.3,0
191.8,35.1,0,0,21.0,3,1,0,1,31.5,0
16.0,34.0,2,2,55.5,4,2,3,0,36.9,0
25.7,21.8,1,0,49.6,6,4,0,0,18.0,0
91.7,12.3,3,1,17.0,5,2,2,2,42.2,0
32.5,8.9,0,0,83.9,2,5,0,1,31.8,0
60.9,19.3,0,0,35.9,3,1,1,2,29.2,0
38.2,21.8,1,2,84.9,3,3,3,1,46.5,0
88.2,30.8,0,2,24.8,5,2,2,0,27.8,0
16.8,28.2,0,1,73.7,3,1,0,0,20.2,0
3.9,24.4,0,0,50.2,1,1,2,0,26.1,0
23.2,17.7,0,1,67.0,5,2,0,0,22.4,0
41.8,17.2,0,1,68.5,6,4,0,1,31.7,0
12.0,24.5,3,0,82.7,5,4,0,1,42.6,0
28.5,27.2,0,0,59.8,5,4,0,0,19.4,0
33.2,25.4,1,1,76.0,2,4,0,2,32.3,0
3.8,16.8,2,0,24.0,4,0,0,2,20.6,0
56.9,26.9,1,1,59.5,3,0,3,0,31.8,0
140.2,25.6,1,0,62.7,3,4,2,0,40.1,0
10.7,16.6,2,1,73.5,3,3,1,0,25.1,0
59.2,18.3,2,0,46.5,5,3,0,0,31.9,0
71.0,27.1,2,3,94.9,3,3,0,1,44.2,0
35.3,21.6,1,1,72.8,9,4,0,2,41.5,0
78.5,32.5,2,0,67.9,4,2,1,0,32.2,0
34.4,26.0,1,1,54.4,2,2,1,0,21.2,0
45.7,20.1,0,2,70.1,7,1,0,0,19.5,0
0.5,22.9,2,2,41.6,5,5,2,1,28.1,0
76.5,23.4,1,1,82.8,1,3,1,1,46.1,0
70.4,18.6,3,0,42.7,2,1,2,0,39.0,0
2.5,17.5,0,1,26.7,3,3,2,1,21.9,0
29.9,27.2,1,2,61.4,2,2,0,0,32.1,0
251.2,28.1,3,1,87.0,5,4,1,0,62.2,1
35.5,26.6,0,2,92.8,7,6,3,0,41.0,0
45.3,32.1,3,0,76.8,3,4,1,0,40.8,0
156.5,19.7,3,0,29.5,4,4,0,2,41.9,0
82.1,33.0,2,2,91.6,5,4,1,2,58.4,1
56.7,17.6,1,1,61.8,0,0,0,0,36.7,0
103.9,16.9,1,0,45.0,1,1,0,2,34.4,0
129.9,12.4,2,0,91.3,4,3,0,0,44.8,0
39.7,20.3,2,2,49.8,9,2,0,1,34.4,0
41.9,20.0,1,0,43.4,4,6,0,0,30.8,0
31.7,26.2,3,0,19.0,3,3,0,1,25.9,0
221.2,24.5,1,0,10.1,3,1,2,0,39.0,0
77.6,15.8,3,2,66.3,5,6,0,0,41.3,0
5.6,20.6,0,2,49.2,4,1,0,0,15.3,0
129.2,20.8,0,1,49.7,6,3,2,0,38.8,0
42.6,12.3,1,1,26.3,7,1,1,0,27.2,0
4.6,17.1,1,0,46.9,5,2,2,1,26.0,0
51.9,18.4,2,0,63.5,6,2,1,1,37.7,0
35.1,31.6,0,2,30.9,7,6,0,0,18.5,0
136.6,24.1,3,0,92.4,3,2,0,0,48.8,0
14.8,27.0,0,1,64.7,6,1,2,1,33.4,0
113.8,14.0,1,1,35.6,7,3,0,0,30.3,0
53.0,30.2,0,0,32.6,2,1,1,0,16.2,0
3.7,30.8,1,1,88.1,1,2,1,2,33.5,0
232.1,11.0,0,1,97.6,4,2,0,1,49.2,0
46.7,18.8,0,1,50.0,1,1,3,0,33.7,0
22.3,26.0,2,0,47.9,2,0,0,0,18.3,0
41.2,26.9,0,0,68.8,5,2,2,0,28.0,0
126.8,18.9,0,1,90.0,7,1,0,0,32.5,0
23.6,21.2,2,3,69.6,8,3,3,3,54.7,0
13.9,19.4,0,0,49.3,2,3,0,1,21.6,0
9.0,23.7,1,3,80.1,6,2,1,0,30.7,0
23.0,30.2,0,1,34.4,4,1,0,1,12.6,0
98.4,18.4,0,2,31.8,8,5,2,1,43.8,0
41.5,29.0,1,0,25.6,3,1,1,2,21.8,0
16.8,18.3,0,0,42.9,4,0,1,0,18.3,0
11.8,17.9,2,0,36.4,3,0,0,2,20.8,0
26.3,27.9,3,0,96.4,2,1,3,2,47.9,0
182.8,28.5,0,3,23.0,9,0,0,0,41.8,0
27.3,28.1,3,0,29.5,4,2,0,2,28.5,0
288.2,15.1,0,1,35.8,9,2,0,0,45.9,0
43.2,20.2,0,0,87.0,8,1,0,0,24.8,0
12.8,27.9,0,1,24.4,2,3,0,0,11.4,0
144.2,23.2,1,0,67.6,5,3,0,2,46.9,0
40.1,16.6,1,0,31.2,5,1,0,0,15.4,0
80.4,25.7,0,0,35.1,5,1,0,0,13.8,0
267.6,18.7,2,2,71.8,4,3,0,0,57.0,1
3.3,33.8,2,0,50.9,5,2,1,0,25.7,0
6.6,32.3,1,0,85.7,3,3,1,0,27.2,0
82.8,26.6,2,0,31.3,2,1,0,0,21.6,0
21.5,31.2,3,3,85.3,5,2,1,0,40.1,0
13.2,23.4,0,1,23.3,4,2,0,0,9.5,0
2.6,27.6,0,1,30.4,5,2,0,0,6.5,0
1.4,31.9,1,1,49.2,4,4,1,0,21.1,0
96.8,24.5,1,0,54.5,4,1,2,1,39.3,0
9.4,21.5,1,1,39.3,7,1,0,0,22.6,0
41.0,12.8,0,0,69.3,1,1,2,0,26.1,0
60.5,22.5,1,1,75.7,1,3,1,1,30.8,0
36.4,27.9,1,1,64.6,7,3,2,1,35.5,0
1.8,28.7,1,1,31.7,3,3,1,1,27.4,0
99.5,26.0,0,0,53.2,4,3,2,2,38.7,0
0.7,19.8,1,0,67.9,3,4,0,0,17.9,0
93.3,11.1,1,2,75.5,4,0,3,0,47.6,0
145.5,20.0,1,1,80.7,6,1,2,1,47.8,0
36.9,21.2,3,0,92.0,5,1,0,0,34.2,0
49.8,21.1,1,0,84.3,6,3,0,0,32.1,0
42.1,26.7,0,2,68.3,3,4,1,0,30.5,0
32.0,34.9,1,2,64.9,9,2,2,1,46.1,0
142.0,23.7,2,3,43.8,4,4,0,1,48.7,0
145.8,21.7,2,0,81.5,4,1,0,0,40.9,0
26.6,21.4,1,1,15.2,5,3,2,1,28.5,0
62.1,23.7,0,0,45.4,5,2,0,0,15.3,0
170.0,18.0,1,1,89.8,5,2,2,1,60.5,1
212.7,23.7,1,0,55.6,2,1,0,1,42.2,0
46.2,25.7,3,0,61.3,7,3,2,0,49.9,0
39.2,24.3,1,0,61.0,2,0,0,0,17.8,0
21.2,25.7,1,1,58.2,5,3,0,1,19.1,0
207.4,25.6,1,1,18.5,5,1,3,0,42.5,0
10.0,12.4,1,1,35.3,5,2,0,2,14.7,0
56.4,26.8,2,2,41.7,5,2,1,1,45.5,0
21.6,19.0,1,1,82.7,4,3,2,1,38.4,0
21.3,16.4,3,1,24.7,5,1,1,1,24.8,0
33.7,16.4,1,3,45.4,5,3,0,0,25.7,0
350.0,25.6,0,1,46.5,6,4,2,0,52.7,0
3.7,21.7,1,0,44.8,2,2,0,1,14.9,0
56.2,12.9,0,3,29.7,5,1,1,3,39.1,0
5.6,25.9,0,0,56.0,8,1,0,1,20.0,0
10.9,14.4,1,1,65.5,6,3,0,0,27.8,0
37.6,23.8,2,0,51.5,3,1,0,2,30.6,0
46.4,24.4,1,1,63.1,6,8,0,1,36.3,0
19.5,28.3,0,1,56.7,3,1,2,1,21.1,0
24.7,33.7,1,0,74.2,3,3,0,0,26.4,0
5.9,14.8,1,1,51.5,7,5,0,1,36.5,0
23.5,22.7,3,2,51.5,7,7,0,3,50.4,0
220.9,21.3,1,0,48.8,7,4,2,0,50.3,0
188.2,25.6,2,0,70.5,5,3,1,1,50.6,0
26.5,24.3,0,0,69.2,1,1,0,2,20.1,0
55.0,20.9,2,2,24.3,3,3,0,2,45.9,0
156.2,20.4,2,1,38.6,6,4,3,2,58.1,1
0.4,16.3,3,2,67.6,3,3,2,1,43.7,0
108.2,28.9,0,0,56.9,6,4,0,2,32.6,0
192.6,25.8,1,0,29.0,7,3,0,0,30.8,0
6.2,28.5,1,0,78.4,5,4,0,0,32.1,0
11.4,21.1,0,0,37.5,4,4,0,0,14.9,0
210.5,19.1,1,1,46.4,3,4,1,0,47.3,0
50.1,16.5,3,3,58.3,3,4,0,1,38.5,0
0.9,25.2,1,0,93.1,6,0,2,0,33.4,0
19.4,16.8,3,3,58.4,6,1,1,2,44.1,0
38.9,34.1,0,0,72.6,3,4,0,0,24.9,0
76.7,15.2,2,2,60.8,7,0,0,2,38.9,0
85.9,24.6,1,0,53.8,4,2,0,1,28.9,0
350.0,32.4,1,2,43.7,2,3,0,0,58.1,1
22.0,26.6,3,0,82.8,7,1,0,0,30.2,0
50.2,24.1,0,3,83.4,3,4,0,1,32.4,0
49.5,17.2,2,0,40.7,2,4,0,2,24.0,0
33.8,14.7,1,0,77.6,4,1,2,1,35.1,0
12.0,27.6,0,1,62.9,2,3,0,2,26.8,0
246.5,32.0,3,0,52.8,4,2,0,1,49.2,0
124.8,20.4,1,1,67.7,9,2,0,0,32.1,0
44.8,16.2,2,3,52.4,5,3,1,1,40.2,0
60.1,8.3,1,1,15.2,3,3,0,1,24.6,0
16.8,17.1,2,1,80.6,8,4,1,1,34.0,0
51.0,22.3,1,0,58.2,3,2,0,0,21.8,0
77.2,32.6,0,1,42.8,5,1,1,1,31.7,0
47.1,27.0,1,1,66.8,6,1,2,2,36.2,0
301.2,24.8,0,2,51.3,6,3,0,3,55.6,1
61.4,20.6,1,0,44.7,6,3,3,0,36.8,0
30.1,19.5,0,1,59.1,8,2,1,1,27.0,0
96.1,31.4,0,0,47.8,3,4,3,2,41.1,0
12.1,24.2,0,0,69.0,6,0,0,1,23.0,0
31.5,10.4,1,0,77.0,2,1,3,0,40.1,0
27.7,19.0,1,0,82.9,1,1,0,1,31.8,0
36.7,17.9,1,0,84.7,5,2,0,3,43.6,0
98.9,19.7,0,0,46.4,1,1,1,1,34.3,0
43.0,26.4,1,2,78.5,6,1,1,1,40.1,0
102.7,22.4,2,0,46.1,2,1,2,0,36.4,0
55.8,22.5,1,2,69.3,5,4,0,1,35.4,0
27.2,30.9,2,0,54.1,5,3,1,0,26.7,0
107.9,18.8,1,0,79.4,2,2,3,2,41.7,0
17.7,34.2,2,1,74.6,9,1,2,0,35.6,0
16.5,19.0,0,1,85.3,4,6,2,0,39.6,0
45.6,23.5,0,1,71.8,6,2,2,0,28.7,0
19.6,21.3,2,1,36.2,9,4,2,0,38.7,0
0.6,23.7,2,0,69.5,5,3,0,0,26.4,0
67.9,25.7,0,1,73.1,3,4,0,0,33.1,0
46.5,25.6,1,1,52.4,4,5,3,0,42.0,0
38.3,18.5,1,0,94.8,10,2,2,1,38.7,0
221.7,16.3,1,2,68.0,3,4,0,0,56.4,1
55.0,38.0,2,1,60.2,1,3,1,0,42.1,0
129.4,20.1,0,0,52.5,8,6,0,0,34.3,0
9.8,27.2,1,2,73.2,4,3,0,2,25.0,0
54.7,13.4,0,2,91.7,4,2,1,0,31.7,0
131.6,21.3,1,1,24.3,7,4,0,0,24.5,0
56.9,22.2,0,0,55.6,3,4,3,1,33.8,0
82.3,25.8,2,2,59.8,7,3,3,0,45.6,0
30.2,8.0,1,0,59.2,2,1,2,2,34.3,0
6.3,24.0,2,0,62.7,2,4,0,0,20.8,0
39.8,16.1,0,0,82.8,0,1,0,0,12.1,0
32.6,24.9,0,1,82.5,4,2,1,0,32.6,0
131.2,16.8,0,2,92.1,3,2,2,1,52.7,0
18.2,17.9,1,1,45.2,4,1,0,0,10.2,0
221.2,21.4,2,3,91.2,1,3,1,1,62.5,1
206.3,16.7,1,0,38.3,3,1,1,0,35.9,0
18.5,20.1,0,0,41.5,7,2,0,1,14.7,0
27.8,15.8,0,1,71.5,4,4,0,0,29.8,0
146.8,12.0,0,3,50.5,2,4,3,0,47.0,0
221.0,29.1,2,1,54.0,3,0,0,1,39.8,0
38.1,15.2,1,0,57.5,5,5,0,0,28.8,0
25.2,21.9,2,0,76.7,3,1,0,0,28.3,0
48.5,27.5,1,0,74.1,5,2,0,0,27.5,0
75.7,19.3,0,0,29.9,4,0,0,1,20.1,0
20.8,18.0,0,0,84.4,5,4,1,1,22.8,0
86.7,24.4,2,2,56.6,9,4,1,2,48.1,0
3.4,29.7,2,1,56.8,4,1,0,1,29.0,0
3.3,16.0,1,1,75.2,6,3,1,0,27.6,0
31.7,22.1,0,0,93.6,9,2,0,0,24.9,0
28.3,12.6,0,0,61.1,4,2,2,0,23.2,0
24.7,20.6,0,1,20.8,4,4,2,0,24.4,0
43.9,23.2,0,2,34.2,3,2,0,0,14.5,0
25.1,17.9,0,1,77.8,1,2,0,0,21.9,0
13.9,20.3,1,2,19.0,5,1,0,0,14.5,0
24.1,14.6,0,2,60.5,3,5,2,1,40.2,0
239.5,23.5,0,0,18.0,3,1,0,1,32.7,0
34.4,29.3,2,0,85.5,2,2,1,2,39.8,0
38.2,16.4,1,1,80.0,4,2,0,2,26.4,0
55.9,19.3,3,1,79.4,1,2,0,0,32.7,0
266.2,26.0,0,0,77.1,3,0,0,1,48.6,0
18.0,30.3,1,1,69.2,0,3,1,0,27.5,0
74.3,14.0,0,1,62.2,10,7,3,1,47.5,0
81.8,22.0,1,2,49.1,4,1,2,1,41.5,0
60.8,24.7,0,0,29.6,5,3,3,0,31.4,0
6.0,22.4,0,0,91.3,6,4,1,0,23.6,0
73.4,8.1,3,1,61.6,5,2,0,0,44.6,0
4.3,26.0,1,1,75.4,8,4,1,0,33.1,0
58.9,32.1,3,1,69.0,1,0,1,0,39.4,0
87.5,23.7,0,3,69.1,2,2,0,0,24.9,0
15.4,16.8,0,2,56.9,5,3,0,1,27.3,0
119.8,19.9,1,1,91.8,4,1,0,1,38.3,0
2.0,33.6,2,0,68.6,9,4,0,0,29.3,0
120.7,28.5,1,1,38.5,5,4,0,0,39.1,0
40.1,26.8,3,1,36.2,4,3,0,1,34.1,0
15.9,25.1,0,2,23.5,4,2,2,1,24.4,0
9.3,19.0,2,3,34.5,7,0,0,2,32.0,0
199.2,21.8,0,1,84.9,9,5,0,0,44.1,0
4.9,22.5,0,1,76.6,5,5,0,0,18.5,0
14.4,26.3,1,0,63.5,3,0,0,1,24.2,0
27.8,32.1,1,0,31.8,4,1,0,0,15.9,0
62.9,29.7,0,0,44.7,1,5,1,0,29.1,0
51.2,14.5,0,0,56.6,3,2,0,0,15.7,0
8.7,24.3,1,1,53.7,2,5,1,3,29.8,0
22.2,27.4,1,0,60.2,4,1,0,0,23.4,0
17.7,26.7,0,1,73.1,2,5,0,0,21.7,0
15.6,19.2,0,1,47.3,5,4,0,2,18.1,0
34.4,38.0,0,1,22.0,6,2,0,2,17.1,0
79.1,15.3,3,1,42.4,7,3,0,1,34.5,0
15.9,16.5,3,0,39.8,3,2,0,0,18.4,0
29.7,24.4,1,3,78.1,5,2,0,2,40.2,0
32.2,35.7,3,0,55.6,3,1,0,1,33.3,0
243.7,18.0,1,3,46.9,4,1,0,0,45.8,0
201.1,21.4,0,0,60.8,6,0,0,2,46.9,0
104.7,29.5,0,1,29.7,2,2,0,1,23.1,0
18.0,22.9,3,0,70.2,6,1,1,0,36.7,0
4.6,21.0,1,0,82.2,3,3,0,0,18.7,0
24.8,26.4,2,1,90.9,2,4,0,1,33.7,0
20.2,24.6,2,1,71.9,7,3,3,2,51.6,0
45.8,29.2,1,0,66.6,2,1,2,3,42.9,0
97.8,30.7,0,1,72.6,2,4,0,0,30.4,0
127.0,24.8,0,0,59.4,4,1,1,2,38.0,0
121.1,24.8,0,0,38.4,5,2,1,0,28.0,0
29.0,24.3,0,2,49.7,6,2,0,1,26.3,0
75.5,25.9,1,2,56.2,8,6,0,0,32.0,0
24.4,23.3,0,1,76.8,7,6,1,1,44.7,0
4.1,23.0,0,0,30.5,3,1,1,0,24.8,0
78.6,30.2,1,0,55.0,4,1,1,2,31.3,0
0.6,32.1,0,3,46.4,2,2,1,0,21.8,0
34.2,14.0,1,0,55.2,0,2,1,1,29.6,0
26.0,23.1,1,2,49.3,5,4,1,2,39.2,0
76.8,18.9,1,0,53.5,2,3,3,0,34.0,0
94.5,21.1,3,3,40.0,5,4,1,0,48.3,0
23.6,25.4,0,0,83.1,6,2,0,0,22.2,0
108.5,27.0,0,0,22.1,2,2,1,0,16.7,0
22.6,22.3,2,1,32.8,0,4,1,0,25.2,0
38.4,11.5,1,3,66.6,3,3,0,0,33.3,0
84.4,17.2,2,3,65.2,0,2,0,0,40.1,0
76.7,28.4,0,1,28.2,4,1,2,0,21.3,0
284.2,8.0,2,2,74.5,4,4,1,0,63.5,1
16.6,30.1,3,1,35.5,5,0,0,0,28.0,0
70.6,26.1,1,2,25.5,7,1,0,1,29.1,0
61.2,30.9,0,2,40.7,6,3,1,3,35.1,0
160.3,21.8,2,1,49.2,4,2,0,0,39.2,0
11.1,10.6,2,1,10.5,12,3,2,1,34.5,0
90.6,25.6,2,1,76.8,6,2,0,0,43.4,0
54.6,30.6,0,1,30.0,7,1,0,2,20.6,0
20.9,28.5,2,2,65.3,6,2,0,0,20.1,0
41.8,19.0,0,0,85.7,7,4,0,0,20.9,0
26.4,23.5,0,0,13.1,5,3,2,0,10.6,0
56.3,19.8,1,1,79.1,6,2,0,3,39.2,0
142.9,18.1,0,0,53.0,3,2,0,0,30.2,0
54.8,28.7,1,1,34.7,4,2,1,0,28.3,0
64.9,15.8,1,2,84.7,4,2,0,1,34.4,0
47.5,17.6,0,1,74.8,5,1,3,2,37.7,0
3.4,16.4,1,2,90.6,1,0,0,2,32.3,0
17.2,14.1,3,0,47.7,5,1,0,2,30.7,0
44.0,23.9,0,2,73.2,8,3,2,0,34.0,0
24.1,30.0,1,1,44.8,9,2,3,0,42.8,0
13.0,21.9,0,0,57.2,7,2,3,1,30.9,0
45.6,14.0,1,1,68.0,4,1,0,0,22.4,0
25.3,28.0,0,3,86.0,6,2,1,0,34.0,0
19.4,33.1,1,0,51.0,5,2,3,0,28.0,0
40.5,19.1,0,1,74.7,3,0,3,0,31.2,0
9.3,20.1,3,2,18.0,4,6,0,2,30.3,0
170.8,26.1,1,0,45.9,5,3,0,1,34.2,0
131.5,32.7,1,1,67.4,1,1,1,0,29.9,0
79.9,19.9,1,1,40.1,5,2,1,1,31.0,0
7.3,15.0,1,0,75.7,3,3,1,0,27.3,0
97.2,26.8,1,1,80.0,5,5,0,0,36.3,0
107.3,27.8,1,0,55.2,4,3,2,3,48.3,0
94.9,23.0,1,2,22.9,10,6,0,0,31.8,0
7.9,19.7,0,0,45.8,4,2,0,1,16.1,0
67.1,29.0,0,0,63.4,9,2,1,0,28.6,0
116.9,26.2,1,1,60.7,5,1,2,0,39.3,0
56.0,18.4,2,0,32.4,5,1,3,1,35.6,0
67.6,23.3,0,0,69.1,4,4,0,2,25.6,0
39.9,14.9,0,2,59.0,3,0,0,3,33.9,0
48.9,27.1,0,3,74.8,0,2,0,2,28.8,0
2.3,21.4,3,2,96.8,4,7,0,2,53.5,0
66.2,20.4,2,1,63.5,5,3,0,0,35.6,0
5.5,22.8,1,2,44.4,4,2,0,2,24.5,0
37.1,23.2,3,2,49.8,6,1,0,2,40.2,0
22.5,28.4,1,1,66.1,7,1,0,0,23.9,0
51.2,26.5,3,0,54.6,6,2,0,0,35.9,0
9.3,22.1,0,0,53.6,5,2,2,0,19.0,0
76.5,27.6,0,1,67.3,7,1,2,1,36.0,0
103.0,25.4,1,3,29.6,3,4,1,0,32.5,0
11.6,20.4,1,1,73.4,1,0,0,1,21.3,0
7.2,22.3,1,1,84.2,5,0,0,2,30.4,0
10.2,22.1,0,0,33.8,7,3,0,0,18.6,0
136.3,26.0,1,0,45.3,2,4,3,0,43.3,0
48.8,20.8,0,1,66.6,2,2,0,0,22.6,0
40.9,20.7,0,3,67.1,5,1,0,2,32.0,0
7.3,34.8,3,0,36.2,0,0,0,0,13.6,0
68.2,28.6,2,2,88.7,3,13,2,2,59.8,1
131.6,18.4,3,0,98.3,7,6,1,0,53.3,0
114.5,26.4,2,1,47.6,7,2,3,0,46.2,0
63.9,23.7,1,1,18.6,2,4,0,0,25.0,0
5.1,25.3,1,2,41.6,7,2,3,0,31.1,0
7.7,23.8,0,0,62.9,5,2,1,0,21.1,0
3.3,30.1,0,0,59.3,8,4,2,0,25.6,0
19.4,25.1,0,0,86.1,5,5,2,1,35.7,0
9.5,22.6,2,3,32.0,6,2,3,0,36.3,0
19.6,29.3,0,0,39.9,2,4,0,0,16.1,0
31.6,24.4,3,0,64.2,6,1,1,1,34.1,0
186.2,23.7,1,1,92.7,6,2,3,1,63.6,1
61.3,24.9,2,1,56.2,1,4,0,0,27.8,0
117.1,22.4,0,2,87.3,9,3,2,0,40.1,0
80.5,23.1,0,3,85.5,5,5,2,0,46.2,0
7.8,19.5,3,1,88.1,6,0,0,2,39.7,0
86.5,18.5,0,2,57.0,4,1,0,0,25.7,0
20.9,17.0,0,1,51.9,5,2,2,1,26.2,0
66.2,14.6,0,0,22.4,6,2,1,1,23.7,0
27.1,17.7,0,2,52.0,6,2,0,0,18.3,0
350.0,22.0,0,1,37.8,6,3,0,0,45.8,0
19.9,23.6,1,1,26.0,8,2,1,2,28.8,0
21.3,21.4,1,1,70.0,5,1,0,0,28.3,0
173.5,8.9,1,1,34.7,2,2,0,0,30.1,0
1.6,32.4,0,0,31.0,0,3,2,1,23.8,0
77.5,29.5,2,1,34.4,5,2,2,2,39.5,0
84.0,25.7,2,2,47.6,1,4,0,1,36.1,0
117.7,34.4,0,1,26.5,0,3,1,0,26.5,0
238.3,17.1,1,0,84.2,2,6,3,3,69.6,1
241.4,34.3,0,3,61.1,4,5,0,0,52.9,0
4.4,17.2,2,0,66.6,3,2,0,0,34.2,0
112.1,24.4,2,0,52.0,5,3,0,0,30.1,0
67.6,15.4,3,0,54.7,3,2,0,0,31.2,0
67.7,23.1,0,0,11.6,7,2,2,0,18.6,0
8.9,25.3,1,1,51.2,7,5,2,1,41.8,0
68.3,22.1,0,1,32.7,4,0,1,0,13.6,0
262.9,27.3,1,2,95.9,10,0,3,0,66.7,1
157.8,23.6,1,3,23.1,3,3,0,1,40.1,0
37.6,19.9,0,2,54.0,5,0,0,1,27.8,0
2.6,19.6,2,1,38.1,5,8,2,2,38.5,0
29.2,27.9,1,1,78.7,6,4,2,0,42.7,0
113.8,19.1,2,2,97.6,7,2,0,0,44.5,0
78.6,28.5,0,1,60.1,2,2,1,0,26.3,0
